"UNITID","INSTNM","ADDR","CITY","STABBR","ZIP","FIPS","OBEREG","CHFNM","CHFTITLE","GENTELE","EIN","OPEID","OPEFLAG","WEBADDR","ADMINURL","FAIDURL","APPLURL","NPRICURL","SECTOR","ICLEVEL","CONTROL","HLOFFER","UGOFFER","GROFFER","HDEGOFR1","DEGGRANT","HBCU","HOSPITAL","MEDICAL","TRIBAL","LOCALE","OPENPUBL","ACT","NEWID","DEATHYR","CLOSEDAT","CYACTIVE","POSTSEC","PSEFLAG","PSET4FLG","RPTMTH","IALIAS","INSTCAT","CCBASIC","CCIPUG","CCIPGRAD","CCUGPROF","CCENRPRF","CCSIZSET","CARNEGIE","LANDGRNT","INSTSIZE","CBSA","CBSATYPE","CSA","NECTA","F1SYSTYP","F1SYSNAM","FAXTELE","COUNTYCD","COUNTYNM","CNGDSTCD","LONGITUD","LATITUDE"
176017,"University of Mississippi","Oxford, Mississippi","University","MS","38677-1848",28," 5","Dan Jones","Chancellor","6629157211","646001159","00244000",1,"www.olemiss.edu","www.olemiss.edu/admissions/","www.olemiss.edu/depts/financial_aid/","www.olemiss.edu/technology/apply_online.html","www.olemiss.edu/finaid/calculator.html",1,1,1,9,1,1,11,1,2,2,2,2,33,1,"A ",-2,-2,"-2",1,1,1,1,1,"Ole Miss",2,16,13,15,11,4,16,15,2,4,37060,2,-2,-2,1,"Mississippi Institutions of Higher Learning"," ",28071,"Lafayette County",2801,-89.539377,34.362144
178396,"University of Missouri-Columbia","105 Jesse Hall","Columbia","MO","65211",29," 4","Dr. Brady J. Deaton","Chancellor","5738822121","436003859","00251600",1,"www.missouri.edu/","admissions.missouri.edu/","financialaid.missouri.edu/","admissions.missouri.edu/apply/index.php","financialaid.missouri.edu/cost-of-attendance/net-price-calculator.php",1,1,1,9,1,1,11,1,2,1,1,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,15,11,14,13,4,16,15,1,5,17860,1,190,-2,1,"University of Missouri"," ",29019,"Boone County",2904,-92.326429,38.941015
181464,"University of Nebraska-Lincoln","14th and R St","Lincoln","NE","68588",31," 4","Harvey Perlman","Chancellor","4024727211","470049123","00256500",1,"www.unl.edu/","admissions.unl.edu/","www.unl.edu/scholfa/","admissions.unl.edu/apply/","wam.unl.edu/cost/calculator.jsp",1,1,1,9,1,1,11,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,15,14,15,13,4,16,15,1,5,30700,1,339,-2,1,"University of Nebraska"," ",31109,"Lancaster County",3101,-96.702177,40.822272
182281,"University of Nevada-Las Vegas","4505 S Maryland Pky","Las Vegas","NV","89154",32," 8","Neal Smatresk","President","7028953011","886000024","00256900",1,"go.unlv.edu/","web.unlv.edu/admissions/","finaid.unlv.edu/","web.unlv.edu/admissions/apply.html","cashiering.unlv.edu/undergrad_calc.html",1,1,1,9,1,1,11,1,2,2,1,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,16,14,14,7,4,15,16,2,5,29820,1,332,-2,1,"Nevada System of Higher Education","7027748008",32003,"Clark County",3201,-115.141153,36.106994
182290,"University of Nevada-Reno","North Virginia Street","Reno","NV","89557",32," 8","Marc Johnson","President","7757841110","886000024","00256800",1,"www.unr.edu/","www.unr.edu/admissions","www.unr.edu/financial-aid/","www.unr.edu/admissions/application-process/apply-now","www.finaid.unr.edu/NetPrice/",1,1,1,9,1,1,11,1,2,2,1,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,16,11,14,11,4,15,15,1,4,39900,1,456,-2,1,"Nevada System of Higher Education"," ",32031,"Washoe County",3202,-119.82526,39.552523
187985,"University of New Mexico-Main Campus","1700 Lomas Blvd NE","Albuquerque","NM","87106",35," 6","David J Schmidly","President","5052770111","856000642","00266300",1,"www.unm.edu","www.unm.edu/admissions/","finaid.unm.edu/","www.unm.edu/apply/","npc.collegeboard.org/student/app/unm",1,1,1,9,1,1,11,1,2,1,1,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"UNM",2,15,11,14,11,4,15,15,2,5,10740,1,106,-2,1,"University of New Mexico","5052776686",35001,"Bernalillo County",3501,-106.620155,35.083868
199120,"University of North Carolina at Chapel Hill","103 South Bldg Cb 9100","Chapel Hill","NC","27599",37," 5","Holden Thorp","Chancellor","9199622211","566001393","00297400",1,"www.unc.edu","www.admissions.unc.edu","studentaid.unc.edu","www.admissions.unc.edu/Apply","npc.collegeboard.org/student/app/unc",1,1,1,9,1,1,11,1,2,2,1,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,15,8,14,12,5,16,15,2,5,20500,1,450,-2,1,"University of North Carolina"," ",37135,"Orange County",3704,-79.050969,35.912165
227216,"University of North Texas","1501 W.Chestnut Ave.","Denton","TX","76203-1277",48," 6","V. Lane Rawlins","President","9405652000","756002149","00359400",1,"www.unt.edu","www.unt.edu/admissions.htm","essc.unt.edu/finaid/","www.unt.edu/vwbk/admission.htm","collegeforalltexans.com/apps/CollegeMoney/",1,1,1,9,1,1,11,1,2,2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1,"UNT|North Texas|Mean Grean",2,16,11,15,8,4,15,15,2,5,19100,1,206,-2,1,"University of North Texas System","9405652408",48121,"Denton County",4826,-97.151211,33.210958
152080,"University of Notre Dame","400 Main Building","Notre Dame","IN","46556",18," 3","Rev. John I. Jenkins, C.S.C.","President","5746315000","350868188","00184000",1,"www.nd.edu","admissions.nd.edu","financialaid.nd.edu","admissions.nd.edu/onlineapplication","financialaid.nd.edu",2,1,2,9,1,1,11,1,2,2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1,"Notre Dame | Fighting Irish | ND",2,15,8,15,12,5,17,15,2,4,43780,1,515,-2,2," "," ",18141,"St. Joseph County",1802,-86.289848,41.616717
207500,"University of Oklahoma Norman Campus","660 Parrington Oval","Norman","OK","73019-3072",40," 6","David L. Boren","President","4053250311","736017987","00318400",1,"www.ou.edu","www.ou.edu","www.ou.edu/financialaid.html","www.ou.edu/go2.html","netprice.ou.edu/",1,1,1,9,1,1,11,1,2,2,2,2,22,1,"A ",-2,-2,"-2",1,1,1,1,1,"University of Oklahoma|Oklahoma University|OU|Oklahoma",2,15,11,15,13,4,16,15,2,5,36420,1,416,-2,2," "," ",40027,"Cleveland County",4004,-97.445692,35.208152
209551,"University of Oregon","110 Johnson Hall","Eugene","OR","97403",41," 8","Michael Gottfredson","President","5413461000","936001786","00322300",1,"www.uoregon.edu","admissions.uoregon.edu","financialaid.uoregon.edu","admissions.uoregon.edu/apply","registrar.uoregon.edu/costs/student-budget-planner",1,1,1,9,1,1,11,1,2,2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1,"UO",2,15,8,15,11,4,15,15,2,5,21660,1,-2,-2,1,"Oregon University System","5413465815",41039,"Lane County",4104,-123.07398,44.044515
215293,"University of Pittsburgh-Pittsburgh Campus","4200 Fifth Avenue","Pittsburgh","PA","15260",42," 2","Mark A Nordenberg","Chancellor and Chief Executive Officer","4126244141","250965591","00337900",1,"www.pitt.edu","www.oafa.pitt.edu","www.oafa.pitt.edu/fahome.aspx","www.oafa.pitt.edu/applying.aspx","www.npc.pitt.edu/pittsburgh/npcalc.htm",1,1,1,9,1,1,11,1,2,2,1,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,15,8,14,13,5,16,15,2,5,38300,1,430,-2,1,"University of Pittsburgh"," ",42003,"Allegheny County",4214,-79.954692,40.444502
102094,"University of South Alabama","307 N University Blvd","Mobile","AL","36688-0002"," 1"," 5","V. Gordon Moulton","President","2514606101","630477348","00105700",1,"www.southalabama.edu","www.southalabama.edu/admissions/","www.southalabama.edu/finaid/","www.southalabama.edu/admissions/appdeadline.html","instresrch.usouthal.edu/npc/",1,1,1,9,1,1,11,1,2,1,1,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,16,10,18,8,4,15,16,2,4,33660,1,380,-2,2," ","2514607876",1097,"Mobile County",101,-88.18189,30.695081
218663,"University of South Carolina-Columbia","Columbia-Campus","Columbia","SC","29208",45," 5","Harris Pastides","President","8037777000","576001153","00344800",1,"www.sc.edu/","www.sc.edu/admissions/","www.sc.edu/financialaid/","www.sc.edu/applytousc/","sc.edu/admissions/costaid.php",1,1,1,9,1,1,11,1,2,2,1,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,15,14,14,13,4,16,15,2,5,17900,1,192,-2,1,"University of South Carolina","8037770101",45079,"Richland County",4506,-81.037739,34.006153
137351,"University of South Florida-Main Campus","4202 East Fowler Ave","Tampa","FL","33620-9951",12," 5","Dr. Judy Genshaft","President","8139742011","593102112","00153700",1,"www.usf.edu","www.usf.edu/Admission/index.asp","usfweb2.usf.edu/finaid/","https://secure.vzcollegeapp.com/usf/","usfweb2.usf.edu/finaid/",1,1,1,9,1,1,11,1,2,2,1,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"USF Main Campus",2,15,11,14,8,4,15,15,2,5,45300,1,-2,-2,1,"State University System of Florida","8139749689",12057,"Hillsborough County",1215,-82.415876,28.056647
123961,"University of Southern California","University Park","Los Angeles","CA","90089"," 6"," 8","C.L. Max Nikias","President","2137402311","951642394","00132800",1,"www.usc.edu/","www.usc.edu/admission/","www.usc.edu/admission/fa/","www.usc.edu/admission/undergraduate/apply/index.html","www.usc.edu/admission/fa/applying_receiving/undergraduates1/netpricecalculator.html",2,1,2,9,1,1,11,1,2,1,1,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"USC",2,15,11,14,13,5,16,15,2,5,31080,1,348,-2,2," "," ",6037,"Los Angeles County",637,-118.283858,34.021058
176372,"University of Southern Mississippi","118 College Drive # 0001","Hattiesburg","MS","39406-0001",28," 5","Dr. Aubrey K. Lucas","Interim President","6012661000","646000818","00244100",1,"www.usm.edu","www.usm.edu/about/future-students","www.usm.edu/financial-aid","https://www4.usm.edu/ugapp/","www4.usm.edu/admissions/financialAidCalculator/",1,1,1,9,1,1,12,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,16,14,15,11,4,16,15,2,4,25620,1,-2,-2,1,"Mississippi Institutions of Higher Learning","6012665148",28035,"Forrest County",2804,-89.33791,31.327499
206084,"University of Toledo","2801 W Bancroft","Toledo","OH","43606-3390",39," 3","Lloyd A. Jacobs, M.D.","President","4195304636","346401483","00313100",1,"www.utoledo.edu/","www.utoledo.edu/admission/","www.financialaid.utoledo.edu/","www.utoledo.edu/admission/apply/index.html","www.utoledo.edu/admission/cost/dhs/index.html",1,1,1,9,1,1,11,1,2,1,1,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,16,14,14,9,4,15,15,2,5,45780,1,534,-2,2," "," ",39095,"Lucas County",3909,-83.615225,41.65795
207971,"University of Tulsa","800 South Tucker Drive","Tulsa","OK","74104-3189",40," 6","Steadman Upham","President","9186312000","730579298","00318500",1,"www.utulsa.edu","www.utulsa.edu/admission/","www.utulsa.edu/admission/financialaid/","www.utulsa.edu/admission-and-financial-aid.aspx","resources.utulsa.edu/net-price-calculator/npcalc.htm",2,1,2,9,1,1,11,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"Tulsa University",2,17,10,15,12,4,14,16,2,2,46140,1,538,-2,2," ","9186315003",40143,"Tulsa County",4001,-95.945175,36.151887
230764,"University of Utah","201 Presidents Circle, ROOM 203","Salt Lake City","UT","84112-9008",49," 7","David W. Pershing","President","8015817200","876000525","00367500",1,"www.utah.edu","www.sa.utah.edu/admiss/","www.sa.utah.edu/finance/","https://www.acs.utah.edu/prod/bin/student/admission-application?targetPage=AdmApplicationInformationPage&cmd=init","www.obia.utah.edu/content/vsa_ccc/npcalc.htm",1,1,1,9,1,1,11,1,2,1,1,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1,"The U",2,15,11,14,8,5,15,15,2,5,41620,1,482,-2,1,"Utah System of Higher Education"," ",49035,"Salt Lake County",4902,-111.846044,40.762484
234076,"University of Virginia-Main Campus","1827 University Avenue","Charlottesville","VA","22903-2628",51," 5","Teresa A. Sullivan","President","4349240311","546001796","00374500",1,"www.virginia.edu/","www.admission.virginia.edu/","www.virginia.edu/financialaid/","www.virginia.edu/undergradadmission/apply.html","npc.collegeboard.org/student/app/virginia",1,1,1,9,1,1,11,1,2,1,1,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,"University of Virginia |UVa |UVA",2,15,8,14,12,5,16,15,2,5,16820,1,-2,-2,2," ","4349243587",51540,"Charlottesville city",5105,-78.502597,38.036545
236948,"University of Washington-Seattle Campus","1400 NE Campus Parkway","Seattle","WA","98195-4550",53," 8","Michael Young","President","2065432100","160001537","00379800",1,"www.washington.edu","admit.washington.edu/admission/","www.washington.edu/students/osfa/","admit.washington.edu/admission/","www.washington.edu/students/osfa/prospectiveug/aid.est.1.html",1,1,1,9,1,1,11,1,2,1,1,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"UW-Seattle, UDub, UW, Washington",2,15,8,14,12,5,15,15,2,5,42660,1,500,-2,1,"University of Washington"," ",53033,"King County",5307,-122.313115,47.656213
240444,"University of Wisconsin-Madison","500 Lincoln Dr","Madison","WI","53706-1380",55," 3","David Ward","Interim Chancellor","6082621234","396006492","00389500",1,"www.wisc.edu","www.wisc.edu/admissions/","www.finaid.wisc.edu/","www.admissions.wisc.edu/applyOnline.php","www.finaid.wisc.edu/award-estimator.php",1,1,1,9,1,1,11,1,2,2,1,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,15,8,14,12,5,16,15,1,5,31540,1,357,-2,1,"University of Wisconsin System"," ",55025,"Dane County",5502,-89.405356,43.073858
240727,"University of Wyoming","Corner of Ninth and Ivinson","Laramie","WY","82071",56," 7","Thomas Buchanan","President","3077661121","836000331","00393200",1,"www.uwyo.edu","www.uwyo.edu/ADMISSIONS/","www.uwyo.edu/sfa/","www.uwyo.edu/admissions/apply.html","npc.collegeboard.org/student/app/uwyo",1,1,1,9,1,1,11,1,2,2,2,2,33,1,"A ",-2,-2,"-2",1,1,1,1,1,"UW",2,16,14,18,11,4,15,15,1,4,29660,2,-2,-2,2," ","3077664126",56001,"Albany County",5600,-105.57204,41.311943
230728,"Utah State University","Old Main Hill","Logan","UT","84322-1400",49," 7","Stan L. Albrecht","President","4357971000","876000528","00367700",1,"www.usu.edu","www.usu.edu/admissions","www.usu.edu/finaid/","www.usu.edu/admissions/applyonline/","www.collegeportraits.org/UT/USU/estimator",1,1,1,9,1,1,11,1,2,2,1,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,16,14,17,11,3,15,15,1,5,30860,1,-2,-2,1,"Utah System of Higher Education","4357973708",49005,"Cache County",4901,-111.81391,41.740748
221999,"Vanderbilt University","2101 West End Avenue","Nashville","TN","37240",47," 5","Nicholas S. Zeppos","Chancellor","6153227311","620476822","00353500",1,"www.vanderbilt.edu","www.vanderbilt.edu/Admissions/","www.vanderbilt.edu/financialaid/","www.vanderbilt.edu/Admissions/applyNow.php","npc.collegeboard.org/student/app/vanderbilt",2,1,2,9,1,1,11,1,2,1,1,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,15,5,14,12,5,17,15,2,4,34980,1,400,-2,2," ","6153437765",47037,"Davidson County",4705,-86.804875,36.14443
233921,"Virginia Polytechnic Institute and State University","222 Burruss Hall","Blacksburg","VA","24061-0131",51," 5","Charles W. Steger","President","5402316000","546001805","00375400",1,"WWW.VT.EDU","www.admiss.vt.edu","www.finaid.vt.edu","www.admiss.vt.edu/apply/apply_online.php","www.apps.finaid.vt.edu/apps/NPC/npcalc.htm",1,1,1,9,1,1,11,1,2,2,1,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,"Virginia Tech",2,15,11,17,12,4,16,15,1,5,13980,1,-2,-2,2," "," ",51121,"Montgomery County",5109,-80.434849,37.237477
199847,"Wake Forest University","1834 Wake Forest Road","Winston Salem","NC","27106",37," 5","Dr. Nathan O. Hatch","President","3367585000","560532138","00297800",1,"www.wfu.edu","www.wfu.edu/admissions","www.wfu.edu/finaid","www.wfu.edu/admissions","npc.collegeboard.org/student/app/wfu",2,1,2,9,1,1,11,1,2,2,1,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,16,7,17,12,5,14,16,2,3,49180,1,268,-2,2," "," ",37067,"Forsyth County",3705,-80.279004,36.135301
236939,"Washington State University","French Administration Building","Pullman","WA","99164-5910",53," 8","Elson S. Floyd","President","5093353564","916001108","00380000",1,"wsu.edu/","admission.wsu.edu/","finaid.wsu.edu","admission.wsu.edu/applications/","osfaappserver.french.wsu.edu/ofas/forms/npc",1,1,1,9,1,1,11,1,2,2,1,2,32,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,15,11,14,11,4,16,15,1,5,39420,2,446,-2,2," ","5093354902",53075,"Whitman County",5305,-117.158168,46.730448
238032,"West Virginia University","Stewart Hall, 1500 University Avenue","Morgantown","WV","26506-6201",54," 5","James Clements","President","3042930111","556000842","00382700",1,"www.wvu.edu/","adm.wvu.edu","www.finaid.wvu.edu","apply.wvu.edu/","www.finaid.wvu.edu/net_price_calculator",1,1,1,9,1,1,11,1,2,2,1,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,"WVU",2,16,11,14,10,4,16,15,1,5,34060,1,390,-2,1,"West Virginia Higher Education Policy Commission","3042935883",54061,"Monongalia County",5401,-79.953926,39.63468
157951,"Western Kentucky University","1906 College Heights Blvd","Bowling Green","KY","42101-1000",21," 5","Gary A. Ransdell","President","2707450111","616055628","00200200",1,"www.wku.edu","www.wku.edu/atwku/admissions.php","www.wku.edu/financialaid/","www.wku.edu/atwku/admissions.php","www.wku.edu/financialaid/calculator.php",1,1,1,9,1,1,14,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,"WKU, HILLTOPPERS",2,18,10,4,11,3,16,21,2,5,14540,1,150,-2,2," ","2707455442",21227,"Warren County",2102,-86.455898,36.985718
172699,"Western Michigan University","1903 West Michigan Avenue","Kalamazoo","MI","49008-5200",26," 3","John M. Dunn","President","2693871000","386007327","00233000",1,"www.wmich.edu","www.wmich.edu/admissions/","www.wmich.edu/finaid/","www.wmich.edu/apply/","www.wmich.edu/finaid/netcalc/",1,1,1,9,1,1,11,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,"WMU",2,16,14,15,11,4,15,15,2,5,28020,1,310,-2,2," "," ",26077,"Kalamazoo County",2606,-85.61512,42.282589
143358,"Bradley University","1501 W Bradley Ave","Peoria","IL","61625-0001",17," 3","Joanne K Glasser","President","3096767611","370661494","00164100",1,"www.bradley.edu","admissions.bradley.edu","sfs.bradley.edu","admissions.bradley.edu/freshman/application/","admissions.bradley.edu/ssl/estimator/?status=viewtab1",2,1,2,9,1,1,13,1,2,2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,18,13,8,13,3,14,21,2,3,37900,1,426,-2,2," ","3096772797",17143,"Peoria County",1717,-89.61462,40.697605
211291,"Bucknell University","One Dent Drive","Lewisburg","PA","17837",42," 2","John Bravman","President","5705772000","240772407","00323800",1,"www.bucknell.edu","www.bucknell.edu/x68.xml","www.bucknell.edu/x21246.xml","https://www.commonapp.org/CommonApp/default.aspx","npc.collegeboard.org/student/app/bucknell",2,1,2,7,1,1,20,1,2,2,2,2,32,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,21,7,4,12,3,14,31,2,2,30260,2,146,-2,2," ","5705773538",42119,"Union County",4210,-76.886275,40.954489
150163,"Butler University","4600 Sunset Ave","Indianapolis","IN","46208",18," 3","James Danko","President","3179408000","350867974","00178800",1,"www.butler.edu","go.butler.edu/about-admission/","go.butler.edu/about-admission/financial-costs","go.butler.edu/about-admission/apply","www.butler.edu/financial-aid/net-price-calculator/",2,1,2,9,1,1,13,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,19,10,8,12,4,14,21,2,2,26900,1,294,-2,2," "," ",18097,"Marion County",1807,-86.171791,39.840662
199139,"University of North Carolina at Charlotte","9201 University City Blvd","Charlotte","NC","28223-0001",37," 5","Philip L. Dubois","Chancellor","7046872000","560791228","00297500",1,"www.uncc.edu","admissions.uncc.edu","finaid.uncc.edu"," ","finaid.uncc.edu/estimating-costs/net-price-calculator",1,1,1,9,1,1,12,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"UNC Charlotte",2,17,11,18,11,4,16,21,2,5,16740,1,172,-2,1,"University of North Carolina"," ",37119,"Mecklenburg County",3712,-80.73579,35.306834
217819,"College of Charleston","66 George St","Charleston","SC","29424-0001",45," 5","P. George Benson","President","8439535500","576000265","00342800",1,"www.cofc.edu","admissions.cofc.edu/","finaid.cofc.edu/","www.applyweb.com/apply/charles/indexa.html","cofc.studentaidcalculator.com/survey.aspx",1,1,1,8,1,1,20,1,2,2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,19,7,5,13,3,16,21,2,4,16700,1,-2,-2,2," ","8439535811",45019,"Charleston County",4501,-79.937251,32.783142
190415,"Cornell University","300 Day Hall","Ithaca","NY","14853",36," 2","David J. Skorton","President","6072552000","150532082","00271100",1,"www.cornell.edu","admissions.cornell.edu/","finaid.cornell.edu/","app.commonapp.org/application/applicantlogin.aspx?d=1189017177203","cornell.studentaidcalculator.com/survey.aspx",2,1,2,9,1,1,11,1,2,2,1,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,15,11,14,12,5,17,15,1,5,27060,1,296,-2,2," ","6072555396",36109,"Tompkins County",3623,-76.48269,42.445291
181002,"Creighton University","2500 California Plaza","Omaha","NE","68178",31," 4","Timothy Lannon","President","4022802700","470376583","00254200",1,"www.creighton.edu","admissions.creighton.edu","www.creighton.edu/finaid","www.creighton.edu/apply/index.php","www.creighton.edu/admissions/financialinfo/netpricecalculator/index.php",2,1,2,9,1,1,11,1,2,1,1,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,18,10,13,12,5,14,21,2,3,36540,1,420,-2,2," ","4022802685",31055,"Douglas County",3102,-95.947029,41.265325
198385,"Davidson College","102 N. Main Street","Davidson","NC","28035",37," 5","Carol Quillen","President","7048942000","560529961","00291800",1,"www.davidson.edu/","www3.davidson.edu/cms/x384.xml","www3.davidson.edu/cms/x32703.xml","www3.davidson.edu/cms/x7186.xml","www3.davidson.edu/cms/x44004.xml",2,1,2,5,1,2,30,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,21,3,-1,12,2,11,31,2,2,16740,1,172,-2,2," "," ",37119,"Mecklenburg County",3709,-80.845236,35.500006
202480,"University of Dayton","300 College Park","Dayton","OH","45469",39," 3","Dr. Daniel J. Curran","President","9372291000","310536715","00312700",1,"www.udayton.edu","www.udayton.edu/apply/index.php","www.udayton.edu/flyersfirst/financialaid/index.php","www.udayton.edu/apply/index.php","npc.collegeboard.org/student/app/udayton",2,1,2,9,1,1,11,1,2,2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,16,13,17,12,5,14,16,2,4,19380,1,212,-2,2," "," ",39113,"Montgomery County",3910,-84.173662,39.73686
144740,"DePaul University","55 E Jackson","Chicago","IL","60604",17," 3","Dennis H. Holtschneider","President","3123628000","362167048","00167100",1,"www.depaul.edu","depaul.edu/admission/types_of_admission/index.asp","www.depaul.edu/admission/FinancialAid/","https://wa.is.depaul.edu/AdmissionApp/login.aspx","www.depaul.edu/npc",2,1,2,9,1,1,11,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,17,11,15,11,5,15,16,2,5,16980,1,176,-2,2," "," ",17031,"Cook County",1705,-87.654116,41.923332
153269,"Drake University","2507 University Avenue","Des Moines","IA","50311-4505",19," 4","David E Maxwell","President","5152712011","041103730","00186000",1,"www.drake.edu","www.drake.edu/admission","www.drake.edu/advantage/costs-finaid/scholar-finaid.php","www.drake.edu/advantage/applying/index.php","www.drake.edu/advantage/costs-finaid/financial-aid/earlyestimate_fresh.php",2,1,2,9,1,1,11,1,2,2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1,"Drake",2,18,13,12,12,5,14,21,2,3,19780,1,218,-2,2," ","5152712954",19153,"Polk County",1903,-93.654061,41.60381
433660,"Florida Gulf Coast University","10501 Fgcu Blvd S","Fort Myers","FL","33965-6565",12," 5","Dr. Wilson G. Bradshaw","President","2395901000","650753801","03255300",1,"www.fgcu.edu","www.fgcu.edu/admissions.asp","www.fgcu.edu/AS/FinancialAid/","gulfline.fgcu.edu/pls/fgpo/bwskalog.P_DispLoginNon","www.fgcu.edu/AS/FinancialAid/npcalc1.html",1,1,1,9,1,1,11,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,18,13,8,11,3,13,21,2,4,15980,1,162,-2,1,"State University System of Florida","2395901059",12071,"Lee County",1219,-81.773578,26.464262
232186,"George Mason University","4400 University Dr","Fairfax","VA","22030-4444",51," 5","Angel Cabrera","President","7039931000","540836354","00374900",1,"www.gmu.edu","admissions.gmu.edu/","financialaid.gmu.edu/","admissions.gmu.edu/applyNow/","financialaid.gmu.edu/net-price-calculator/",1,1,1,9,1,1,11,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,"Mason",2,16,11,15,8,5,16,16,2,5,47900,1,548,-2,2," ","7039934622",51059,"Fairfax County",5111,-77.30794,38.83088
131469,"George Washington University","2121 I Street, NW","Washington","DC","20052",11," 2","Steven Knapp","President","2029941000","530196584","00144400",1,"www.gwu.edu","www.gwu.edu/apply/","gwired.gwu.edu/finaid/","www.gwu.edu/apply/undergraduateadmissions/applytogw","www.gwu.edu/apply/costsfinancialplanning/undergraduate/netpricecalculator",2,1,2,9,1,1,11,1,2,2,1,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"GWU|GW",2,15,8,14,12,5,17,15,2,5,47900,1,548,-2,2," ","2029940325",11001,"District of Columbia",1198,-77.047871,38.89865
131496,"Georgetown University","37th and O St NW","Washington","DC","20057",11," 2","John J. 'Jack' Degioia","President","2026870100","530196603","00144500",1,"www.georgetown.edu","www12.georgetown.edu/undergrad/admissions/","finaid.georgetown.edu/","https://www.applyweb.com/public/register?s=gtuf","finaid.georgetown.edu/net-price-calc",2,1,2,9,1,1,11,1,2,2,1,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"Georgetown|GU",2,15,8,14,12,6,17,15,2,4,47900,1,548,-2,2," ","2026875084",11001,"District of Columbia",1198,-77.073463,38.908809
235316,"Gonzaga University","E 502 Boone Ave","Spokane","WA","99258-0001",53," 8","Dr. Thayne McColloh","President","5093284220","910236600","00377800",1,"www.gonzaga.edu","www.gonzaga.edu/Admissions/default.asp","www.gonzaga.edu/FinancialAid","www.gonzaga.edu/Admissions/default.asp","gonzaga.edu/NPC",2,1,2,9,1,1,11,1,2,2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,18,10,13,12,4,14,21,2,3,44060,1,518,-2,2," ","5093135860",53063,"Spokane County",5305,-117.403062,47.668144
166027,"Harvard University","Massachusetts Hall","Cambridge","MA","02138",25," 1","Drew Faust","President","6174951000","042103580","00215500",1,"www.harvard.edu","www.admissions.college.harvard.edu","www.fao.fas.harvard.edu","www.admissions.college.harvard.edu/apply/forms/index.html","npc.fas.harvard.edu",2,1,2,9,1,1,11,1,2,2,1,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,15,5,14,12,6,17,15,2,5,14460,1,148,71650,2," "," ",25017,"Middlesex County",2505,-71.118177,42.374429
